"","id","lat","long","time","mean"
"1",1,40.7762,-73.9759,1,40.9881712544314
"2",1,40.7762,-73.9759,2,43.3393233837497
"3",1,40.7762,-73.9759,3,44.4303660698868
"4",1,40.7762,-73.9759,4,44.3632734755394
"5",1,40.7762,-73.9759,5,44.948108718956
"6",1,40.7762,-73.9759,6,96.5953577492354
"7",1,40.7762,-73.9759,7,102.44710881057
"8",1,40.7762,-73.9759,8,98.9349560781165
"9",1,40.7762,-73.9759,9,93.4005959558843
"10",1,40.7762,-73.9759,10,100.855814708738
"11",1,40.7762,-73.9759,11,99.5985252077079
"12",1,40.7762,-73.9759,12,98.410469484239
"13",1,40.7762,-73.9759,13,98.2775359109167
"14",1,40.7762,-73.9759,14,93.138946927999
"15",1,40.7762,-73.9759,15,86.4221077962014
"16",1,40.7762,-73.9759,16,89.713625842988
"17",1,40.7762,-73.9759,17,101.136817535905
"18",1,40.7762,-73.9759,18,97.1256974744441
"19",1,40.7762,-73.9759,19,89.9095765549524
"20",1,40.7762,-73.9759,20,45.10407029464
"21",1,40.7762,-73.9759,21,44.581425342499
"22",1,40.7762,-73.9759,22,43.4302864095829
"23",1,40.7762,-73.9759,23,45.6565842657109
"24",1,40.7762,-73.9759,24,43.0832729905863
