"","id","lat","long","time","mean"
"1",1,40.79686,-73.94968,1,42.694865815614
"2",1,40.79686,-73.94968,2,43.0913363123397
"3",1,40.79686,-73.94968,3,43.0141575557607
"4",1,40.79686,-73.94968,4,45.1935496712358
"5",1,40.79686,-73.94968,5,47.266458928682
"6",1,40.79686,-73.94968,6,91.9343631997963
"7",1,40.79686,-73.94968,7,90.8029455494445
"8",1,40.79686,-73.94968,8,91.150142599211
"9",1,40.79686,-73.94968,9,82.6822400388225
"10",1,40.79686,-73.94968,10,93.7261589055777
"11",1,40.79686,-73.94968,11,90.7110507145782
"12",1,40.79686,-73.94968,12,87.29841961132
"13",1,40.79686,-73.94968,13,95.4287275813421
"14",1,40.79686,-73.94968,14,100.071393013024
"15",1,40.79686,-73.94968,15,76.8933075149421
"16",1,40.79686,-73.94968,16,74.9544177179406
"17",1,40.79686,-73.94968,17,77.1577959555568
"18",1,40.79686,-73.94968,18,74.5042283969117
"19",1,40.79686,-73.94968,19,74.1812780029442
"20",1,40.79686,-73.94968,20,41.4714597672037
"21",1,40.79686,-73.94968,21,45.1003108560852
"22",1,40.79686,-73.94968,22,45.7659712842429
"23",1,40.79686,-73.94968,23,44.2593900177473
"24",1,40.79686,-73.94968,24,11.4815351194788
