"","id","lat","long","time","mincurr","minnext","maxcurr","maxnext"
"1",22,18,143,1,12,3.5,77,1.5
"2",43,608,323,2,3.5,24.3333333333333,1.5,39
"3",54,272,63,3,24.3333333333333,4.25,39,25.5
"4",22,764,817,4,4.25,21.4,25.5,35.6
"5",30,902,670,5,21.4,4.66666666666667,35.6,25.3333333333333
"6",30,54,248,6,4.66666666666667,27.7142857142857,25.3333333333333,28
"7",43,619,998,7,27.7142857142857,19,28,29.75
"8",35,925,76,8,19,9.77777777777778,29.75,42
"9",36,201,257,9,9.77777777777778,13.7,42,9.9
"10",48,530,247,10,13.7,5.72727272727273,9.9,54.6363636363636
"11",11,281,170,11,5.72727272727273,0.250000000000001,54.6363636363636,2.16666666666667
"12",63,488,350,12,0.250000000000001,0.692307692307691,2.16666666666667,48.7692307692308
"13",63,811,20,13,0.692307692307691,0.285714285714287,48.7692307692308,3.92857142857143
"14",15,427,13,14,0.285714285714287,24,3.92857142857143,71
"15",8,819,362,15,24,12.1875,71,3.75
"16",22,884,796,16,12.1875,6.41176470588235,3.75,44.4705882352941
"17",2,898,903,17,6.41176470588235,16.6111111111111,44.4705882352941,26
"18",29,157,195,18,16.6111111111111,0.578947368421056,26,38.8421052631579
"19",4,28,449,19,0.578947368421056,37.45,38.8421052631579,16.3
"20",22,71,610,20,37.45,26.1428571428571,16.3,31.1428571428571
"21",3,686,567,21,26.1428571428571,1.09090909090909,31.1428571428571,11.3181818181818
"22",36,406,502,22,1.09090909090909,0.0869565217391268,11.3181818181818,28.3913043478261
"23",18,238,105,23,0.0869565217391268,19.0833333333333,28.3913043478261,40.8333333333333
"24",36,665,47,24,19.0833333333333,5.67999999999999,40.8333333333333,16.48
"25",19,54,642,25,5.67999999999999,21.4615384615385,16.48,40.8846153846154
"26",16,627,654,26,21.4615384615385,12.962962962963,40.8846153846154,21.2962962962963
"27",16,438,562,27,12.962962962963,5.75000000000001,21.2962962962963,44.0714285714286
"28",26,449,205,28,5.75000000000001,8.93103448275861,44.0714285714286,3.93103448275863
"29",43,853,40,29,8.93103448275861,24.2333333333333,3.93103448275863,60.9666666666667
"30",38,508,280,30,24.2333333333333,14.741935483871,60.9666666666667,16.4838709677419
"31",40,413,873,31,14.741935483871,6.53125000000001,16.4838709677419,37.3125
"32",8,120,250,32,6.53125000000001,3.42424242424243,37.3125,28.7878787878788
"33",4,824,473,33,3.42424242424243,21.9117647058823,28.7878787878788,11.8529411764706
"34",44,849,323,34,21.9117647058823,7.68571428571428,11.8529411764706,30.2571428571429
"35",37,872,662,35,7.68571428571428,16.8333333333333,30.2571428571429,37.6666666666667
"36",57,134,180,36,16.8333333333333,13.7837837837838,37.6666666666667,19.7837837837838
"37",39,290,425,37,13.7837837837838,2.71052631578947,19.7837837837838,21.6315789473684
"38",59,267,575,38,2.71052631578947,7.10256410256411,21.6315789473684,36.4102564102564
"39",60,487,867,39,7.10256410256411,22.325,36.4102564102564,28.85
