"","id","lat","long","time","mean"
"1",1,40.76573,-73.97618,1,42.83686643018
"2",1,40.76573,-73.97618,2,48.5049944132819
"3",1,40.76573,-73.97618,3,44.1393893635206
"4",1,40.76573,-73.97618,4,43.8214719353444
"5",1,40.76573,-73.97618,5,44.878278313158
"6",1,40.76573,-73.97618,6,89.7350689869206
"7",1,40.76573,-73.97618,7,94.4217079357638
"8",1,40.76573,-73.97618,8,90.153301397826
"9",1,40.76573,-73.97618,9,95.9549697045833
"10",1,40.76573,-73.97618,10,90.2114330319591
"11",1,40.76573,-73.97618,11,90.3364269533238
"12",1,40.76573,-73.97618,12,99.2768805415394
"13",1,40.76573,-73.97618,13,92.2818551556135
"14",1,40.76573,-73.97618,14,90.0506945149555
"15",1,40.76573,-73.97618,15,82.397623360513
"16",1,40.76573,-73.97618,16,74.8026601186453
"17",1,40.76573,-73.97618,17,76.047568508062
"18",1,40.76573,-73.97618,18,75.6748032375599
"19",1,40.76573,-73.97618,19,75.682893962945
"20",1,40.76573,-73.97618,20,45.0755853728093
"21",1,40.76573,-73.97618,21,43.8977366765273
"22",1,40.76573,-73.97618,22,45.1356396642852
"23",1,40.76573,-73.97618,23,46.2243394398315
"24",1,40.76573,-73.97618,24,19.2519913106444
